Img_Label,Val
02-20 10.00.38.jpg_Width,112
02-20 10.00.38.jpg_Height,128
03-06 03.53.39.jpg_Top,240
03-06 03.53.39.jpg_Left,470
03-06 03.53.39.jpg_Width,56
03-06 03.53.39.jpg_Height,64
01-18 12.43.47.jpg_Top,580
01-18 12.43.47.jpg_Left,790
01-18 12.43.47.jpg_Width,56
01-18 12.43.47.jpg_Height,64
01-22 03.25.51.jpg_Top,240
01-22 03.25.51.jpg_Left,820
01-22 03.25.51.jpg_Width,56
01-22 03.25.51.jpg_Height,64
04-04 12.25.09.jpg_Top,0
04-04 12.25.09.jpg_Left,1150
04-04 12.25.09.jpg_Width,56
04-04 12.25.09.jpg_Height,64
04-17 01.46.06.jpg_Top,60
04-17 01.46.06.jpg_Left,940
04-17 01.46.06.jpg_Width,56
04-17 01.46.06.jpg_Height,64
03-29 14.59.18.jpg_Top,810
03-29 14.59.18.jpg_Left,550
03-29 14.59.18.jpg_Width,56
03-29 14.59.18.jpg_Height,64
05-19 18.08.45.jpg_Top,200
05-19 18.08.45.jpg_Left,920
05-19 18.08.45.jpg_Width,56
05-19 18.08.45.jpg_Height,64
08-26 17.53.37.jpg_Top,30
08-26 17.53.37.jpg_Left,640
08-26 17.53.37.jpg_Width,56
08-26 17.53.37.jpg_Height,64
05-12 12.08.40.jpg_Top,860
05-12 12.08.40.jpg_Left,840
05-12 12.08.40.jpg_Width,56
05-12 12.08.40.jpg_Height,64
03-17 12.06.45.jpg_Top,80
03-17 12.06.45.jpg_Left,90
03-17 12.06.45.jpg_Width,224
03-17 12.06.45.jpg_Height,256
02-25 14.24.43.jpg_Top,0
02-25 14.24.43.jpg_Left,120
02-25 14.24.43.jpg_Width,448
02-25 14.24.43.jpg_Height,512
05-02 12.28.36.jpg_Top,730
05-02 12.28.36.jpg_Left,1120
05-02 12.28.36.jpg_Width,56
05-02 12.28.36.jpg_Height,64
06-11 14.07.34.jpg_Top,900
06-11 14.07.34.jpg_Left,1180
06-11 14.07.34.jpg_Width,56
06-11 14.07.34.jpg_Height,64
02-20 02.58.50.jpg_Top,570
02-20 02.58.50.jpg_Left,370
02-20 02.58.50.jpg_Width,56
02-20 02.58.50.jpg_Height,64
05-20 11.25.24.jpg_Top,20
05-20 11.25.24.jpg_Left,410
05-20 11.25.24.jpg_Width,224
05-20 11.25.24.jpg_Height,256
01-22 10.32.16.jpg_Top,510
01-22 10.32.16.jpg_Left,700
01-22 10.32.16.jpg_Width,56
01-22 10.32.16.jpg_Height,64
03-04 05.40.31.jpg_Top,530
03-04 05.40.31.jpg_Left,830
03-04 05.40.31.jpg_Width,56
03-04 05.40.31.jpg_Height,64
08-12 09.49.38.jpg_Top,110
08-12 09.49.38.jpg_Left,520
08-12 09.49.38.jpg_Width,56
08-12 09.49.38.jpg_Height,64
02-25 13.32.19.jpg_Top,40
02-25 13.32.19.jpg_Left,700
02-25 13.32.19.jpg_Width,112
02-25 13.32.19.jpg_Height,128
03-15 04.05.49.jpg_Top,200
03-15 04.05.49.jpg_Left,830
03-15 04.05.49.jpg_Width,56
03-15 04.05.49.jpg_Height,64
01-29 02.50.53.jpg_Top,0
01-29 02.50.53.jpg_Left,430
01-29 02.50.53.jpg_Width,56
01-29 02.50.53.jpg_Height,64
01-07 12.56.08.jpg_Top,390
01-07 12.56.08.jpg_Left,780
01-07 12.56.08.jpg_Width,56
01-07 12.56.08.jpg_Height,64
08-08 17.07.48.jpg_Top,560
08-08 17.07.48.jpg_Left,1100
08-08 17.07.48.jpg_Width,56
08-08 17.07.48.jpg_Height,64
01-20 01.32.29.jpg_Top,20
01-20 01.32.29.jpg_Left,10
01-20 01.32.29.jpg_Width,448
01-20 01.32.29.jpg_Height,512
01-05 10.17.13.jpg_Top,80
01-05 10.17.13.jpg_Left,1040
01-05 10.17.13.jpg_Width,56
01-05 10.17.13.jpg_Height,64
08-10 18.26.21.jpg_Top,40
08-10 18.26.21.jpg_Left,550
08-10 18.26.21.jpg_Width,56
08-10 18.26.21.jpg_Height,64
03-06 01.26.48.jpg_Top,640
03-06 01.26.48.jpg_Left,610
03-06 01.26.48.jpg_Width,56
03-06 01.26.48.jpg_Height,64
08-29 18.04.49.jpg_Top,160
08-29 18.04.49.jpg_Left,1060
08-29 18.04.49.jpg_Width,56
08-29 18.04.49.jpg_Height,64
03-15 03.36.02.jpg_Top,220
03-15 03.36.02.jpg_Left,790
03-15 03.36.02.jpg_Width,56
03-15 03.36.02.jpg_Height,64
03-04 11.24.23.jpg_Top,10
03-04 11.24.23.jpg_Left,440
03-04 11.24.23.jpg_Width,112
03-04 11.24.23.jpg_Height,128
04-24 12.56.39.jpg_Top,40
04-24 12.56.39.jpg_Left,1170
04-24 12.56.39.jpg_Width,56
04-24 12.56.39.jpg_Height,64
03-02 05.33.26.jpg_Top,250
03-02 05.33.26.jpg_Left,270
03-02 05.33.26.jpg_Width,112
03-02 05.33.26.jpg_Height,128
08-12 09.27.24.jpg_Top,470
08-12 09.27.24.jpg_Left,170
08-12 09.27.24.jpg_Width,56
08-12 09.27.24.jpg_Height,64
01-20 01.06.34.jpg_Top,10
01-20 01.06.34.jpg_Left,560
01-20 01.06.34.jpg_Width,112
01-20 01.06.34.jpg_Height,128
02-25 13.28.14.jpg_Top,30
02-25 13.28.14.jpg_Left,740
02-25 13.28.14.jpg_Width,112
02-25 13.28.14.jpg_Height,128
01-22 04.37.49.jpg_Top,540
01-22 04.37.49.jpg_Left,960
01-22 04.37.49.jpg_Width,56
01-22 04.37.49.jpg_Height,64
03-07 02.32.39.jpg_Top,630
03-07 02.32.39.jpg_Left,180
03-07 02.32.39.jpg_Width,56
03-07 02.32.39.jpg_Height,64
05-19 15.49.29.jpg_Top,70
05-19 15.49.29.jpg_Left,1180
05-19 15.49.29.jpg_Width,56
05-19 15.49.29.jpg_Height,64
01-21 04.22.50.jpg_Top,560
01-21 04.22.50.jpg_Left,390
01-21 04.22.50.jpg_Width,56
01-21 04.22.50.jpg_Height,64
02-19 01.39.03.jpg_Top,140
02-19 01.39.03.jpg_Left,390
02-19 01.39.03.jpg_Width,56
02-19 01.39.03.jpg_Height,64
05-12 12.10.06.jpg_Top,890
05-12 12.10.06.jpg_Left,10
05-12 12.10.06.jpg_Width,56
05-12 12.10.06.jpg_Height,64
01-25 08.51.48.jpg_Top,100
01-25 08.51.48.jpg_Left,250
01-25 08.51.48.jpg_Width,112
01-25 08.51.48.jpg_Height,128
02-19 01.38.35.jpg_Top,10
02-19 01.38.35.jpg_Left,410
02-19 01.38.35.jpg_Width,112
02-19 01.38.35.jpg_Height,128
01-09 01.37.10.jpg_Top,40
01-09 01.37.10.jpg_Left,220
01-09 01.37.10.jpg_Width,56
01-09 01.37.10.jpg_Height,64
06-08 10.34.47.jpg_Top,660
06-08 10.34.47.jpg_Left,1030
06-08 10.34.47.jpg_Width,56
06-08 10.34.47.jpg_Height,64
05-01 14.04.02.jpg_Top,20
05-01 14.04.02.jpg_Left,1710
05-01 14.04.02.jpg_Width,56
05-01 14.04.02.jpg_Height,64
02-25 14.21.14.jpg_Top,60
02-25 14.21.14.jpg_Left,240
02-25 14.21.14.jpg_Width,224
02-25 14.21.14.jpg_Height,256
02-25 16.10.28.jpg_Top,10
02-25 16.10.28.jpg_Left,290
02-25 16.10.28.jpg_Width,224
02-25 16.10.28.jpg_Height,256
03-10 03.20.12.jpg_Top,30
03-10 03.20.12.jpg_Left,550
03-10 03.20.12.jpg_Width,112
03-10 03.20.12.jpg_Height,128
01-30 03.23.51.jpg_Top,370
01-30 03.23.51.jpg_Left,450
01-30 03.23.51.jpg_Width,56
01-30 03.23.51.jpg_Height,64
03-17 04.09.46.jpg_Top,30
03-17 04.09.46.jpg_Left,470
03-17 04.09.46.jpg_Width,56
03-17 04.09.46.jpg_Height,64
08-22 11.07.40.jpg_Top,560
08-22 11.07.40.jpg_Left,720
08-22 11.07.40.jpg_Width,56
08-22 11.07.40.jpg_Height,64
01-22 10.59.21.jpg_Top,200
01-22 10.59.21.jpg_Left,900
01-22 10.59.21.jpg_Width,56
01-22 10.59.21.jpg_Height,64
01-20 01.05.58.jpg_Top,510
01-20 01.05.58.jpg_Left,30
01-20 01.05.58.jpg_Width,56
01-20 01.05.58.jpg_Height,64
05-09 09.23.54.jpg_Top,620
05-09 09.23.54.jpg_Left,1060
05-09 09.23.54.jpg_Width,56
05-09 09.23.54.jpg_Height,64
01-29 12.09.50.jpg_Top,70
01-29 12.09.50.jpg_Left,470
01-29 12.09.50.jpg_Width,112
01-29 12.09.50.jpg_Height,128
03-17 12.38.31.jpg_Top,110
03-17 12.38.31.jpg_Left,80
03-17 12.38.31.jpg_Width,112
03-17 12.38.31.jpg_Height,128
03-03 11.41.09.jpg_Top,110
03-03 11.41.09.jpg_Left,660
03-03 11.41.09.jpg_Width,56
03-03 11.41.09.jpg_Height,64
02-24 02.29.25.jpg_Top,250
02-24 02.29.25.jpg_Left,970
02-24 02.29.25.jpg_Width,56
02-24 02.29.25.jpg_Height,64
01-12 11.53.49.jpg_Top,110
01-12 11.53.49.jpg_Left,80
01-12 11.53.49.jpg_Width,224
01-12 11.53.49.jpg_Height,256
06-08 13.23.50.jpg_Top,100
06-08 13.23.50.jpg_Left,1740
06-08 13.23.50.jpg_Width,56
06-08 13.23.50.jpg_Height,64
02-25 13.28.44.jpg_Top,110
02-25 13.28.44.jpg_Left,130
02-25 13.28.44.jpg_Width,224
02-25 13.28.44.jpg_Height,256
01-16 04.07.18.jpg_Top,100
01-16 04.07.18.jpg_Left,400
01-16 04.07.18.jpg_Width,112
01-16 04.07.18.jpg_Height,128
01-22 05.25.41.jpg_Top,140
01-22 05.25.41.jpg_Left,1030
01-22 05.25.41.jpg_Width,56
01-22 05.25.41.jpg_Height,64
01-22 12.17.24.jpg_Top,270
01-22 12.17.24.jpg_Left,580
01-22 12.17.24.jpg_Width,56
01-22 12.17.24.jpg_Height,64
02-25 13.28.11.jpg_Top,0
02-25 13.28.11.jpg_Left,310
02-25 13.28.11.jpg_Width,112
02-25 13.28.11.jpg_Height,128
08-13 16.10.39.jpg_Top,430
08-13 16.10.39.jpg_Left,130
08-13 16.10.39.jpg_Width,56
08-13 16.10.39.jpg_Height,64
05-28 10.45.46.jpg_Top,0
05-28 10.45.46.jpg_Left,200
05-28 10.45.46.jpg_Width,112
05-28 10.45.46.jpg_Height,128
03-10 01.33.38.jpg_Top,440
03-10 01.33.38.jpg_Left,530
03-10 01.33.38.jpg_Width,56
03-10 01.33.38.jpg_Height,64
08-13 16.27.30.jpg_Top,80
08-13 16.27.30.jpg_Left,50
08-13 16.27.30.jpg_Width,112
08-13 16.27.30.jpg_Height,128
02-20 10.00.50.jpg_Top,20
02-20 10.00.50.jpg_Left,20
02-20 10.00.50.jpg_Width,448
02-20 10.00.50.jpg_Height,512
06-04 16.36.08.jpg_Top,190
06-04 16.36.08.jpg_Left,1100
06-04 16.36.08.jpg_Width,56
06-04 16.36.08.jpg_Height,64
03-01 10.01.10.jpg_Top,20
03-01 10.01.10.jpg_Left,60
03-01 10.01.10.jpg_Width,448
03-01 10.01.10.jpg_Height,512
02-19 01.40.48.jpg_Top,120
02-19 01.40.48.jpg_Left,560
02-19 01.40.48.jpg_Width,56
02-19 01.40.48.jpg_Height,64
02-24 05.19.55.jpg_Top,260
02-24 05.19.55.jpg_Left,940
02-24 05.19.55.jpg_Width,56
02-24 05.19.55.jpg_Height,64
08-10 17.07.24.jpg_Top,110
08-10 17.07.24.jpg_Left,500
08-10 17.07.24.jpg_Width,112
08-10 17.07.24.jpg_Height,128
08-22 10.22.56.jpg_Top,390
08-22 10.22.56.jpg_Left,850
08-22 10.22.56.jpg_Width,56
08-22 10.22.56.jpg_Height,64
03-17 12.29.28.jpg_Top,410
03-17 12.29.28.jpg_Left,520
03-17 12.29.28.jpg_Width,56
03-17 12.29.28.jpg_Height,64
01-30 12.04.51.jpg_Top,500
01-30 12.04.51.jpg_Left,0
01-30 12.04.51.jpg_Width,56
01-30 12.04.51.jpg_Height,64
01-29 12.59.26.jpg_Top,590
01-29 12.59.26.jpg_Left,130
01-29 12.59.26.jpg_Width,56
01-29 12.59.26.jpg_Height,64
08-27 12.41.13.jpg_Top,540
08-27 12.41.13.jpg_Left,790
08-27 12.41.13.jpg_Width,56
08-27 12.41.13.jpg_Height,64
08-13 15.51.38.jpg_Top,530
08-13 15.51.38.jpg_Left,0
08-13 15.51.38.jpg_Width,56
08-13 15.51.38.jpg_Height,64
06-08 10.29.03.jpg_Top,270
06-08 10.29.03.jpg_Left,590
06-08 10.29.03.jpg_Width,112
06-08 10.29.03.jpg_Height,128
01-25 11.35.56.jpg_Top,610
01-25 11.35.56.jpg_Left,360
01-25 11.35.56.jpg_Width,56
01-25 11.35.56.jpg_Height,64
02-25 13.32.33.jpg_Top,460
02-25 13.32.33.jpg_Left,610
02-25 13.32.33.jpg_Width,112
02-25 13.32.33.jpg_Height,128
02-25 15.58.25.jpg_Top,100
02-25 15.58.25.jpg_Left,560
02-25 15.58.25.jpg_Width,112
02-25 15.58.25.jpg_Height,128
01-22 01.19.57.jpg_Top,190
01-22 01.19.57.jpg_Left,930
01-22 01.19.57.jpg_Width,56
01-22 01.19.57.jpg_Height,64
03-02 01.20.10.jpg_Top,190
03-02 01.20.10.jpg_Left,350
03-02 01.20.10.jpg_Width,56
03-02 01.20.10.jpg_Height,64
03-16 04.32.03.jpg_Top,20
03-16 04.32.03.jpg_Left,350
03-16 04.32.03.jpg_Width,56
03-16 04.32.03.jpg_Height,64
03-02 01.14.45.jpg_Top,150
03-02 01.14.45.jpg_Left,870
03-02 01.14.45.jpg_Width,56
03-02 01.14.45.jpg_Height,64
08-12 10.02.54.jpg_Top,630
08-12 10.02.54.jpg_Left,900
08-12 10.02.54.jpg_Width,56
08-12 10.02.54.jpg_Height,64
05-20 11.43.03.jpg_Top,320
05-20 11.43.03.jpg_Left,840
05-20 11.43.03.jpg_Width,56
05-20 11.43.03.jpg_Height,64
02-25 16.21.01.jpg_Top,370
02-25 16.21.01.jpg_Left,960
02-25 16.21.01.jpg_Width,56
02-25 16.21.01.jpg_Height,64
05-08 11.13.32.jpg_Top,980
05-08 11.13.32.jpg_Left,770
05-08 11.13.32.jpg_Width,56
05-08 11.13.32.jpg_Height,64
03-08 11.43.24.jpg_Top,480
03-08 11.43.24.jpg_Left,410
03-08 11.43.24.jpg_Width,56
03-08 11.43.24.jpg_Height,64
03-17 12.27.00.jpg_Top,420
03-17 12.27.00.jpg_Left,500
03-17 12.27.00.jpg_Width,56
03-17 12.27.00.jpg_Height,64
04-24 04.19.02.jpg_Top,0
04-24 04.19.02.jpg_Left,90
04-24 04.19.02.jpg_Width,448
04-24 04.19.02.jpg_Height,512
08-20 12.05.21.jpg_Top,270
08-20 12.05.21.jpg_Left,240
08-20 12.05.21.jpg_Width,112
08-20 12.05.21.jpg_Height,128
05-20 09.41.06.jpg_Top,60
05-20 09.41.06.jpg_Left,1030
05-20 09.41.06.jpg_Width,56
05-20 09.41.06.jpg_Height,64
06-08 12.54.53.jpg_Top,250
06-08 12.54.53.jpg_Left,1080
06-08 12.54.53.jpg_Width,56
06-08 12.54.53.jpg_Height,64
03-10 11.21.16.jpg_Top,220
03-10 11.21.16.jpg_Left,590
03-10 11.21.16.jpg_Width,56
03-10 11.21.16.jpg_Height,64
02-20 10.01.55.jpg_Top,0
02-20 10.01.55.jpg_Left,220
02-20 10.01.55.jpg_Width,224
02-20 10.01.55.jpg_Height,256
03-03 01.06.01.jpg_Top,70
03-03 01.06.01.jpg_Left,840
03-03 01.06.01.jpg_Width,56
03-03 01.06.01.jpg_Height,64
02-15 12.12.21.jpg_Top,70
02-15 12.12.21.jpg_Left,1160
02-15 12.12.21.jpg_Width,56
02-15 12.12.21.jpg_Height,64
